timestamp_iso,epoch_ms,elapsed_ms,value_adc,packet_id,channel,dongle_addr,ring_addr,event,raw
2026-06-15T08:12:40.887Z,1781511160887,2076321,96,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;96"
2026-06-15T08:12:44.058Z,1781511164058,2079492,96,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;96"
2026-06-15T08:12:47.115Z,1781511167115,2082549,96,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;96"
2026-06-15T08:12:51.208Z,1781511171208,2086642,84,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;84"
2026-06-15T08:12:54.309Z,1781511174309,2089743,93,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;93"
2026-06-15T08:12:57.410Z,1781511177410,2092844,94,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;94"
2026-06-15T08:13:00.544Z,1781511180544,2095978,92,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;92"
2026-06-15T08:13:03.653Z,1781511183653,2099087,90,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;90"
2026-06-15T08:13:06.736Z,1781511186736,2102170,77,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;77"
2026-06-15T08:13:09.864Z,1781511189864,2105298,91,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;91"
2026-06-15T08:13:12.950Z,1781511192950,2108384,89,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;89"
2026-06-15T08:13:16.085Z,1781511196085,2111519,91,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;91"
2026-06-15T08:13:19.167Z,1781511199167,2114601,87,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;87"
2026-06-15T08:13:22.253Z,1781511202253,2117687,79,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;79"
2026-06-15T08:13:25.387Z,1781511205387,2120821,75,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;75"
2026-06-15T08:13:28.473Z,1781511208473,2123907,71,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;71"
2026-06-15T08:13:31.575Z,1781511211575,2127009,60,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;60"
2026-06-15T08:13:34.661Z,1781511214661,2130095,55,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;55"
2026-06-15T08:13:37.785Z,1781511217785,2133219,59,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;59"
2026-06-15T08:13:40.884Z,1781511220884,2136318,45,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;45"
2026-06-15T08:13:43.985Z,1781511223985,2139419,52,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;52"
2026-06-15T08:13:47.071Z,1781511227071,2142505,50,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;50"
2026-06-15T08:13:50.242Z,1781511230242,2145676,33,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;33"
2026-06-15T08:13:53.257Z,1781511233257,2148691,32,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;32"
2026-06-15T08:13:56.375Z,1781511236375,2151809,34,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;34"
2026-06-15T08:13:59.478Z,1781511239478,2154912,35,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;35"
2026-06-15T08:14:02.569Z,1781511242569,2158003,34,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;34"
2026-06-15T08:14:05.698Z,1781511245698,2161132,33,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;33"
2026-06-15T08:14:08.814Z,1781511248814,2164248,31,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;31"
2026-06-15T08:14:11.919Z,1781511251919,2167353,32,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;32"
2026-06-15T08:14:14.983Z,1781511254983,2170417,37,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;37"
2026-06-15T08:14:22.042Z,1781511262042,2177476,36,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;36"
2026-06-15T08:14:23.690Z,1781511263690,2179124,13875,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;13875"
2026-06-15T08:14:48.268Z,1781511288268,2203702,12857,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;12857"
2026-06-15T08:15:22.956Z,1781511322956,2238390,1913,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;1913"
2026-06-15T08:15:26.043Z,1781511326043,2241477,1811,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;1811"
